Time,StepCount,l1,l2,m1,m2,q1,q2,ref1,ref2,Kp1,Kd1,Ki1,Kp2,Kd2,Ki2
3.35,335,0,0,0,0,1.61368,-1.61495,0,0,0,0,0,0,0,0
3.36,336,0,0,0,0,1.61352,-1.61479,0,0,0,0,0,0,0,0
3.37,337,0,0,0,0,1.61336,-1.61463,0,0,0,0,0,0,0,0
3.38,338,0,0,0,0,1.6132,-1.61447,0,0,0,0,0,0,0,0
3.39,339,0,0,0,0,1.61304,-1.61432,0,0,0,0,0,0,0,0
3.4,340,0,0,0,0,1.61289,-1.61416,0,0,0,0,0,0,0,0
3.41,341,0,0,0,0,1.61273,-1.61401,0,0,0,0,0,0,0,0
3.42,342,0,0,0,0,1.61257,-1.61385,0,0,0,0,0,0,0,0
3.43,343,0,0,0,0,1.61242,-1.6137,0,0,0,0,0,0,0,0
3.44,344,0,0,0,0,1.61226,-1.61354,0,0,0,0,0,0,0,0
3.45,345,0,0,0,0,1.61211,-1.61339,0,0,0,0,0,0,0,0
3.46,346,0,0,0,0,1.61195,-1.61324,0,0,0,0,0,0,0,0
3.47,347,0,0,0,0,1.6118,-1.61309,0,0,0,0,0,0,0,0
3.48,348,0,0,0,0,1.61165,-1.61294,0,0,0,0,0,0,0,0
3.49,349,0,0,0,0,1.61149,-1.61278,0,0,0,0,0,0,0,0
3.5,350,0,0,0,0,1.61134,-1.61263,0,0,0,0,0,0,0,0
3.51,351,0,0,0,0,1.61119,-1.61248,0,0,0,0,0,0,0,0
3.52,352,0,0,0,0,1.61104,-1.61233,0,0,0,0,0,0,0,0
3.53,353,0,0,0,0,1.61089,-1.61219,0,0,0,0,0,0,0,0
3.54,354,0,0,0,0,1.61074,-1.61204,0,0,0,0,0,0,0,0
3.55,355,0,0,0,0,1.61059,-1.61189,0,0,0,0,0,0,0,0
3.56,356,0,0,0,0,1.61044,-1.61174,0,0,0,0,0,0,0,0
3.57,357,0,0,0,0,1.61029,-1.6116,0,0,0,0,0,0,0,0
3.58,358,0,0,0,0,1.61015,-1.61145,0,0,0,0,0,0,0,0
3.59,359,0,0,0,0,1.61,-1.6113,0,0,0,0,0,0,0,0
3.6,360,0,0,0,0,1.60985,-1.61116,0,0,0,0,0,0,0,0
3.61,361,0,0,0,0,1.60971,-1.61101,0,0,0,0,0,0,0,0
3.62,362,0,0,0,0,1.60956,-1.61087,0,0,0,0,0,0,0,0
3.63,363,0,0,0,0,1.60942,-1.61073,0,0,0,0,0,0,0,0
3.64,364,0,0,0,0,1.60927,-1.61058,0,0,0,0,0,0,0,0
3.65,365,0,0,0,0,1.60913,-1.61044,0,0,0,0,0,0,0,0
3.66,366,0,0,0,0,1.60898,-1.6103,0,0,0,0,0,0,0,0
3.67,367,0,0,0,0,1.60884,-1.61016,0,0,0,0,0,0,0,0
3.68,368,0,0,0,0,1.6087,-1.61002,0,0,0,0,0,0,0,0
3.69,369,0,0,0,0,1.60856,-1.60987,0,0,0,0,0,0,0,0
3.7,370,0,0,0,0,1.60842,-1.60973,0,0,0,0,0,0,0,0
3.71,371,0,0,0,0,1.60828,-1.60959,0,0,0,0,0,0,0,0
3.72,372,0,0,0,0,1.60814,-1.60946,0,0,0,0,0,0,0,0
3.73,373,0,0,0,0,1.608,-1.60932,0,0,0,0,0,0,0,0
3.74,374,0,0,0,0,1.60786,-1.60918,0,0,0,0,0,0,0,0
3.75,375,0,0,0,0,1.60772,-1.60904,0,0,0,0,0,0,0,0
3.76,376,0,0,0,0,1.60758,-1.6089,0,0,0,0,0,0,0,0
3.77,377,0,0,0,0,1.60744,-1.60877,0,0,0,0,0,0,0,0
3.78,378,0,0,0,0,1.60731,-1.60863,0,0,0,0,0,0,0,0
3.79,379,0,0,0,0,1.60717,-1.60849,0,0,0,0,0,0,0,0
3.8,380,0,0,0,0,1.60703,-1.60836,0,0,0,0,0,0,0,0
3.81,381,0,0,0,0,1.6069,-1.60822,0,0,0,0,0,0,0,0
3.82,382,0,0,0,0,1.60676,-1.60809,0,0,0,0,0,0,0,0
3.83,383,0,0,0,0,1.60663,-1.60796,0,0,0,0,0,0,0,0
3.84,384,0,0,0,0,1.60649,-1.60782,0,0,0,0,0,0,0,0
3.85,385,0,0,0,0,1.60636,-1.60769,0,0,0,0,0,0,0,0
3.86,386,0,0,0,0,1.60623,-1.60756,0,0,0,0,0,0,0,0
3.87,387,0,0,0,0,1.60609,-1.60742,0,0,0,0,0,0,0,0
3.88,388,0,0,0,0,1.60596,-1.60729,0,0,0,0,0,0,0,0
3.89,389,0,0,0,0,1.60583,-1.60716,0,0,0,0,0,0,0,0
3.9,390,0,0,0,0,1.6057,-1.60703,0,0,0,0,0,0,0,0
3.91,391,0,0,0,0,1.60557,-1.6069,0,0,0,0,0,0,0,0
3.92,392,0,0,0,0,1.60544,-1.60677,0,0,0,0,0,0,0,0
3.93,393,0,0,0,0,1.60531,-1.60664,0,0,0,0,0,0,0,0
3.94,394,0,0,0,0,1.60518,-1.60651,0,0,0,0,0,0,0,0
3.95,395,0,0,0,0,1.60505,-1.60638,0,0,0,0,0,0,0,0
3.96,396,0,0,0,0,1.60492,-1.60626,0,0,0,0,0,0,0,0
3.97,397,0,0,0,0,1.60479,-1.60613,0,0,0,0,0,0,0,0
3.98,398,0,0,0,0,1.60467,-1.606,0,0,0,0,0,0,0,0
3.99,399,0,0,0,0,1.60454,-1.60588,0,0,0,0,0,0,0,0
4,400,0,0,0,0,1.60441,-1.60575,0,0,0,0,0,0,0,0
4.01,401,0,0,0,0,1.60429,-1.60562,0,0,0,0,0,0,0,0
4.02,402,0,0,0,0,1.60416,-1.6055,0,0,0,0,0,0,0,0
4.03,403,0,0,0,0,1.60404,-1.60537,0,0,0,0,0,0,0,0
4.04,404,0,0,0,0,1.60391,-1.60525,0,0,0,0,0,0,0,0
4.05,405,0,0,0,0,1.60379,-1.60512,0,0,0,0,0,0,0,0
4.06,406,0,0,0,0,1.60366,-1.605,0,0,0,0,0,0,0,0
4.07,407,0,0,0,0,1.60354,-1.60488,0,0,0,0,0,0,0,0
4.08,408,0,0,0,0,1.60342,-1.60476,0,0,0,0,0,0,0,0
4.09,409,0,0,0,0,1.60329,-1.60463,0,0,0,0,0,0,0,0
4.1,410,0,0,0,0,1.60317,-1.60451,0,0,0,0,0,0,0,0
4.11,411,0,0,0,0,1.60305,-1.60439,0,0,0,0,0,0,0,0
4.12,412,0,0,0,0,1.60293,-1.60427,0,0,0,0,0,0,0,0
4.13,413,0,0,0,0,1.60281,-1.60415,0,0,0,0,0,0,0,0
4.14,414,0,0,0,0,1.60269,-1.60403,0,0,0,0,0,0,0,0
4.15,415,0,0,0,0,1.60257,-1.60391,0,0,0,0,0,0,0,0
4.16,416,0,0,0,0,1.60245,-1.60379,0,0,0,0,0,0,0,0
4.17,417,0,0,0,0,1.60233,-1.60367,0,0,0,0,0,0,0,0
4.18,418,0,0,0,0,1.60221,-1.60355,0,0,0,0,0,0,0,0
4.19,419,0,0,0,0,1.60209,-1.60343,0,0,0,0,0,0,0,0
4.2,420,0,0,0,0,1.60198,-1.60332,0,0,0,0,0,0,0,0
4.21,421,0,0,0,0,1.60186,-1.6032,0,0,0,0,0,0,0,0
4.22,422,0,0,0,0,1.60174,-1.60308,0,0,0,0,0,0,0,0
4.23,423,0,0,0,0,1.60163,-1.60297,0,0,0,0,0,0,0,0
4.24,424,0,0,0,0,1.60151,-1.60285,0,0,0,0,0,0,0,0
4.25,425,0,0,0,0,1.6014,-1.60273,0,0,0,0,0,0,0,0
4.26,426,0,0,0,0,1.60128,-1.60262,0,0,0,0,0,0,0,0
4.27,427,0,0,0,0,1.60117,-1.6025,0,0,0,0,0,0,0,0
4.28,428,0,0,0,0,1.60105,-1.60239,0,0,0,0,0,0,0,0
4.29,429,0,0,0,0,1.60094,-1.60228,0,0,0,0,0,0,0,0
4.3,430,0,0,0,0,1.60082,-1.60216,0,0,0,0,0,0,0,0
4.31,431,0,0,0,0,1.60071,-1.60205,0,0,0,0,0,0,0,0
4.32,432,0,0,0,0,1.6006,-1.60194,0,0,0,0,0,0,0,0
4.33,433,0,0,0,0,1.60049,-1.60182,0,0,0,0,0,0,0,0
4.34,434,0,0,0,0,1.60038,-1.60171,0,0,0,0,0,0,0,0
4.35,435,0,0,0,0,1.60026,-1.6016,0,0,0,0,0,0,0,0
4.36,436,0,0,0,0,1.60015,-1.60149,0,0,0,0,0,0,0,0
4.37,437,0,0,0,0,1.60004,-1.60138,0,0,0,0,0,0,0,0
4.38,438,0,0,0,0,1.59993,-1.60127,0,0,0,0,0,0,0,0
4.39,439,0,0,0,0,1.59982,-1.60116,0,0,0,0,0,0,0,0
4.4,440,0,0,0,0,1.59971,-1.60105,0,0,0,0,0,0,0,0
4.41,441,0,0,0,0,1.5996,-1.60094,0,0,0,0,0,0,0,0
4.42,442,0,0,0,0,1.5995,-1.60083,0,0,0,0,0,0,0,0
4.43,443,0,0,0,0,1.59939,-1.60072,0,0,0,0,0,0,0,0
4.44,444,0,0,0,0,1.59928,-1.60061,0,0,0,0,0,0,0,0
4.45,445,0,0,0,0,1.59917,-1.60051,0,0,0,0,0,0,0,0
4.46,446,0,0,0,0,1.59907,-1.6004,0,0,0,0,0,0,0,0
4.47,447,0,0,0,0,1.59896,-1.60029,0,0,0,0,0,0,0,0
4.48,448,0,0,0,0,1.59885,-1.60018,0,0,0,0,0,0,0,0
4.49,449,0,0,0,0,1.59875,-1.60008,0,0,0,0,0,0,0,0
4.5,450,0,0,0,0,1.59864,-1.59997,0,0,0,0,0,0,0,0
4.51,451,0,0,0,0,1.59854,-1.59987,0,0,0,0,0,0,0,0
4.52,452,0,0,0,0,1.59843,-1.59976,0,0,0,0,0,0,0,0
4.53,453,0,0,0,0,1.59833,-1.59966,0,0,0,0,0,0,0,0
4.54,454,0,0,0,0,1.59823,-1.59955,0,0,0,0,0,0,0,0
4.55,455,0,0,0,0,1.59812,-1.59945,0,0,0,0,0,0,0,0
4.56,456,0,0,0,0,1.59802,-1.59934,0,0,0,0,0,0,0,0
4.57,457,0,0,0,0,1.59792,-1.59924,0,0,0,0,0,0,0,0
4.58,458,0,0,0,0,1.59781,-1.59914,0,0,0,0,0,0,0,0
4.59,459,0,0,0,0,1.59771,-1.59904,0,0,0,0,0,0,0,0
4.6,460,0,0,0,0,1.59761,-1.59893,0,0,0,0,0,0,0,0
4.61,461,0,0,0,0,1.59751,-1.59883,0,0,0,0,0,0,0,0
4.62,462,0,0,0,0,1.59741,-1.59873,0,0,0,0,0,0,0,0
4.63,463,0,0,0,0,1.59731,-1.59863,0,0,0,0,0,0,0,0
4.64,464,0,0,0,0,1.59721,-1.59853,0,0,0,0,0,0,0,0
4.65,465,0,0,0,0,1.59711,-1.59843,0,0,0,0,0,0,0,0
4.66,466,0,0,0,0,1.59701,-1.59833,0,0,0,0,0,0,0,0
4.67,467,0,0,0,0,1.59691,-1.59823,0,0,0,0,0,0,0,0
4.68,468,0,0,0,0,1.59681,-1.59813,0,0,0,0,0,0,0,0
4.69,469,0,0,0,0,1.59671,-1.59803,0,0,0,0,0,0,0,0
4.7,470,0,0,0,0,1.59661,-1.59793,0,0,0,0,0,0,0,0
4.71,471,0,0,0,0,1.59652,-1.59783,0,0,0,0,0,0,0,0
4.72,472,0,0,0,0,1.59642,-1.59773,0,0,0,0,0,0,0,0
4.73,473,0,0,0,0,1.59632,-1.59764,0,0,0,0,0,0,0,0
4.74,474,0,0,0,0,1.59623,-1.59754,0,0,0,0,0,0,0,0
4.75,475,0,0,0,0,1.59613,-1.59744,0,0,0,0,0,0,0,0
4.76,476,0,0,0,0,1.59603,-1.59735,0,0,0,0,0,0,0,0
4.77,477,0,0,0,0,1.59594,-1.59725,0,0,0,0,0,0,0,0
4.78,478,0,0,0,0,1.59584,-1.59715,0,0,0,0,0,0,0,0
4.79,479,0,0,0,0,1.59575,-1.59706,0,0,0,0,0,0,0,0
4.8,480,0,0,0,0,1.59566,-1.59696,0,0,0,0,0,0,0,0
4.81,481,0,0,0,0,1.59556,-1.59687,0,0,0,0,0,0,0,0
4.82,482,0,0,0,0,1.59547,-1.59677,0,0,0,0,0,0,0,0
4.83,483,0,0,0,0,1.59537,-1.59668,0,0,0,0,0,0,0,0
4.84,484,0,0,0,0,1.59528,-1.59658,0,0,0,0,0,0,0,0
4.85,485,0,0,0,0,1.59519,-1.59649,0,0,0,0,0,0,0,0
4.86,486,0,0,0,0,1.5951,-1.5964,0,0,0,0,0,0,0,0
4.87,487,0,0,0,0,1.595,-1.5963,0,0,0,0,0,0,0,0
4.88,488,0,0,0,0,1.59491,-1.59621,0,0,0,0,0,0,0,0
4.89,489,0,0,0,0,1.59482,-1.59612,0,0,0,0,0,0,0,0
4.9,490,0,0,0,0,1.59473,-1.59603,0,0,0,0,0,0,0,0
4.91,491,0,0,0,0,1.59464,-1.59594,0,0,0,0,0,0,0,0
4.92,492,0,0,0,0,1.59455,-1.59584,0,0,0,0,0,0,0,0
4.93,493,0,0,0,0,1.59446,-1.59575,0,0,0,0,0,0,0,0
4.94,494,0,0,0,0,1.59437,-1.59566,0,0,0,0,0,0,0,0
4.95,495,0,0,0,0,1.59428,-1.59557,0,0,0,0,0,0,0,0
4.96,496,0,0,0,0,1.59419,-1.59548,0,0,0,0,0,0,0,0
4.97,497,0,0,0,0,1.5941,-1.59539,0,0,0,0,0,0,0,0
4.98,498,0,0,0,0,1.59401,-1.5953,0,0,0,0,0,0,0,0
4.99,499,0,0,0,0,1.59393,-1.59521,0,0,0,0,0,0,0,0
5,500,0,0,0,0,1.59384,-1.59513,0,0,0,0,0,0,0,0
5.01,501,0,0,0,0,1.59375,-1.59504,0,0,0,0,0,0,0,0
5.02,502,0,0,0,0,1.59366,-1.59495,0,0,0,0,0,0,0,0
5.03,503,0,0,0,0,1.59358,-1.59486,0,0,0,0,0,0,0,0
5.04,504,0,0,0,0,1.59349,-1.59477,0,0,0,0,0,0,0,0
5.05,505,0,0,0,0,1.59341,-1.59469,0,0,0,0,0,0,0,0
5.06,506,0,0,0,0,1.59332,-1.5946,0,0,0,0,0,0,0,0
5.07,507,0,0,0,0,1.59323,-1.59451,0,0,0,0,0,0,0,0
5.08,508,0,0,0,0,1.59315,-1.59443,0,0,0,0,0,0,0,0
5.09,509,0,0,0,0,1.59306,-1.59434,0,0,0,0,0,0,0,0
5.1,510,0,0,0,0,1.59298,-1.59425,0,0,0,0,0,0,0,0
5.11,511,0,0,0,0,1.5929,-1.59417,0,0,0,0,0,0,0,0
5.12,512,0,0,0,0,1.59281,-1.59408,0,0,0,0,0,0,0,0
5.13,513,0,0,0,0,1.59273,-1.594,0,0,0,0,0,0,0,0
5.14,514,0,0,0,0,1.59264,-1.59391,0,0,0,0,0,0,0,0
5.15,515,0,0,0,0,1.59256,-1.59383,0,0,0,0,0,0,0,0
5.16,516,0,0,0,0,1.59248,-1.59375,0,0,0,0,0,0,0,0
5.17,517,0,0,0,0,1.5924,-1.59366,0,0,0,0,0,0,0,0
5.18,518,0,0,0,0,1.59231,-1.59358,0,0,0,0,0,0,0,0
5.19,519,0,0,0,0,1.59223,-1.5935,0,0,0,0,0,0,0,0
5.2,520,0,0,0,0,1.59215,-1.59341,0,0,0,0,0,0,0,0
5.21,521,0,0,0,0,1.59207,-1.59333,0,0,0,0,0,0,0,0
5.22,522,0,0,0,0,1.59199,-1.59325,0,0,0,0,0,0,0,0
5.23,523,0,0,0,0,1.59191,-1.59317,0,0,0,0,0,0,0,0
5.24,524,0,0,0,0,1.59183,-1.59308,0,0,0,0,0,0,0,0
5.25,525,0,0,0,0,1.59175,-1.593,0,0,0,0,0,0,0,0
5.26,526,0,0,0,0,1.59167,-1.59292,0,0,0,0,0,0,0,0
5.27,527,0,0,0,0,1.59159,-1.59284,0,0,0,0,0,0,0,0
5.28,528,0,0,0,0,1.59151,-1.59276,0,0,0,0,0,0,0,0
5.29,529,0,0,0,0,1.59143,-1.59268,0,0,0,0,0,0,0,0
5.3,530,0,0,0,0,1.59135,-1.5926,0,0,0,0,0,0,0,0
5.31,531,0,0,0,0,1.59127,-1.59252,0,0,0,0,0,0,0,0
5.32,532,0,0,0,0,1.5912,-1.59244,0,0,0,0,0,0,0,0
5.33,533,0,0,0,0,1.59112,-1.59236,0,0,0,0,0,0,0,0
5.34,534,0,0,0,0,1.59104,-1.59228,0,0,0,0,0,0,0,0
5.35,535,0,0,0,0,1.59096,-1.5922,0,0,0,0,0,0,0,0
5.36,536,0,0,0,0,1.59089,-1.59213,0,0,0,0,0,0,0,0
5.37,537,0,0,0,0,1.59081,-1.59205,0,0,0,0,0,0,0,0
5.38,538,0,0,0,0,1.59073,-1.59197,0,0,0,0,0,0,0,0
5.39,539,0,0,0,0,1.59066,-1.59189,0,0,0,0,0,0,0,0
5.4,540,0,0,0,0,1.59058,-1.59182,0,0,0,0,0,0,0,0
5.41,541,0,0,0,0,1.59051,-1.59174,0,0,0,0,0,0,0,0
5.42,542,0,0,0,0,1.59043,-1.59166,0,0,0,0,0,0,0,0
5.43,543,0,0,0,0,1.59036,-1.59159,0,0,0,0,0,0,0,0
5.44,544,0,0,0,0,1.59028,-1.59151,0,0,0,0,0,0,0,0
5.45,545,0,0,0,0,1.59021,-1.59143,0,0,0,0,0,0,0,0
5.46,546,0,0,0,0,1.59013,-1.59136,0,0,0,0,0,0,0,0
5.47,547,0,0,0,0,1.59006,-1.59128,0,0,0,0,0,0,0,0
5.48,548,0,0,0,0,1.58999,-1.59121,0,0,0,0,0,0,0,0
5.49,549,0,0,0,0,1.58991,-1.59113,0,0,0,0,0,0,0,0
5.5,550,0,0,0,0,1.58984,-1.59106,0,0,0,0,0,0,0,0
5.51,551,0,0,0,0,1.58977,-1.59099,0,0,0,0,0,0,0,0
5.52,552,0,0,0,0,1.58969,-1.59091,0,0,0,0,0,0,0,0
5.53,553,0,0,0,0,1.58962,-1.59084,0,0,0,0,0,0,0,0
5.54,554,0,0,0,0,1.58955,-1.59076,0,0,0,0,0,0,0,0
5.55,555,0,0,0,0,1.58948,-1.59069,0,0,0,0,0,0,0,0
5.56,556,0,0,0,0,1.58941,-1.59062,0,0,0,0,0,0,0,0
5.57,557,0,0,0,0,1.58934,-1.59055,0,0,0,0,0,0,0,0
5.58,558,0,0,0,0,1.58927,-1.59047,0,0,0,0,0,0,0,0
5.59,559,0,0,0,0,1.58919,-1.5904,0,0,0,0,0,0,0,0
5.6,560,0,0,0,0,1.58912,-1.59033,0,0,0,0,0,0,0,0
5.61,561,0,0,0,0,1.58905,-1.59026,0,0,0,0,0,0,0,0
5.62,562,0,0,0,0,1.58898,-1.59019,0,0,0,0,0,0,0,0
5.63,563,0,0,0,0,1.58891,-1.59011,0,0,0,0,0,0,0,0
5.64,564,0,0,0,0,1.58885,-1.59004,0,0,0,0,0,0,0,0
5.65,565,0,0,0,0,1.58878,-1.58997,0,0,0,0,0,0,0,0
5.66,566,0,0,0,0,1.58871,-1.5899,0,0,0,0,0,0,0,0
5.67,567,0,0,0,0,1.58864,-1.58983,0,0,0,0,0,0,0,0
5.68,568,0,0,0,0,1.58857,-1.58976,0,0,0,0,0,0,0,0
5.69,569,0,0,0,0,1.5885,-1.58969,0,0,0,0,0,0,0,0
5.7,570,0,0,0,0,1.58843,-1.58962,0,0,0,0,0,0,0,0
5.71,571,0,0,0,0,1.58837,-1.58955,0,0,0,0,0,0,0,0
5.72,572,0,0,0,0,1.5883,-1.58949,0,0,0,0,0,0,0,0
5.73,573,0,0,0,0,1.58823,-1.58942,0,0,0,0,0,0,0,0
5.74,574,0,0,0,0,1.58817,-1.58935,0,0,0,0,0,0,0,0
5.75,575,0,0,0,0,1.5881,-1.58928,0,0,0,0,0,0,0,0
5.76,576,0,0,0,0,1.58803,-1.58921,0,0,0,0,0,0,0,0
5.77,577,0,0,0,0,1.58797,-1.58914,0,0,0,0,0,0,0,0
5.78,578,0,0,0,0,1.5879,-1.58908,0,0,0,0,0,0,0,0
5.79,579,0,0,0,0,1.58783,-1.58901,0,0,0,0,0,0,0,0
5.8,580,0,0,0,0,1.58777,-1.58894,0,0,0,0,0,0,0,0
5.81,581,0,0,0,0,1.5877,-1.58888,0,0,0,0,0,0,0,0
5.82,582,0,0,0,0,1.58764,-1.58881,0,0,0,0,0,0,0,0
5.83,583,0,0,0,0,1.58757,-1.58874,0,0,0,0,0,0,0,0
5.84,584,0,0,0,0,1.58751,-1.58868,0,0,0,0,0,0,0,0
5.85,585,0,0,0,0,1.58745,-1.58861,0,0,0,0,0,0,0,0
5.86,586,0,0,0,0,1.58738,-1.58854,0,0,0,0,0,0,0,0
5.87,587,0,0,0,0,1.58732,-1.58848,0,0,0,0,0,0,0,0
5.88,588,0,0,0,0,1.58725,-1.58841,0,0,0,0,0,0,0,0
5.89,589,0,0,0,0,1.58719,-1.58835,0,0,0,0,0,0,0,0
5.9,590,0,0,0,0,1.58713,-1.58828,0,0,0,0,0,0,0,0
5.91,591,0,0,0,0,1.58707,-1.58822,0,0,0,0,0,0,0,0
5.92,592,0,0,0,0,1.587,-1.58816,0,0,0,0,0,0,0,0
5.93,593,0,0,0,0,1.58694,-1.58809,0,0,0,0,0,0,0,0
5.94,594,0,0,0,0,1.58688,-1.58803,0,0,0,0,0,0,0,0
5.95,595,0,0,0,0,1.58682,-1.58796,0,0,0,0,0,0,0,0
5.96,596,0,0,0,0,1.58675,-1.5879,0,0,0,0,0,0,0,0
5.97,597,0,0,0,0,1.58669,-1.58784,0,0,0,0,0,0,0,0
5.98,598,0,0,0,0,1.58663,-1.58778,0,0,0,0,0,0,0,0
5.99,599,0,0,0,0,1.58657,-1.58771,0,0,0,0,0,0,0,0
6,600,0,0,0,0,1.58651,-1.58765,0,0,0,0,0,0,0,0
6.01,601,0,0,0,0,1.58645,-1.58759,0,0,0,0,0,0,0,0
6.02,602,0,0,0,0,1.58639,-1.58753,0,0,0,0,0,0,0,0
6.03,603,0,0,0,0,1.58633,-1.58746,0,0,0,0,0,0,0,0
6.04,604,0,0,0,0,1.58627,-1.5874,0,0,0,0,0,0,0,0
6.05,605,0,0,0,0,1.58621,-1.58734,0,0,0,0,0,0,0,0
6.06,606,0,0,0,0,1.58615,-1.58728,0,0,0,0,0,0,0,0
6.07,607,0,0,0,0,1.58609,-1.58722,0,0,0,0,0,0,0,0
6.08,608,0,0,0,0,1.58603,-1.58716,0,0,0,0,0,0,0,0
6.09,609,0,0,0,0,1.58597,-1.5871,0,0,0,0,0,0,0,0
6.1,610,0,0,0,0,1.58591,-1.58704,0,0,0,0,0,0,0,0
6.11,611,0,0,0,0,1.58586,-1.58698,0,0,0,0,0,0,0,0
6.12,612,0,0,0,0,1.5858,-1.58692,0,0,0,0,0,0,0,0
6.13,613,0,0,0,0,1.58574,-1.58686,0,0,0,0,0,0,0,0
6.14,614,0,0,0,0,1.58568,-1.5868,0,0,0,0,0,0,0,0
6.15,615,0,0,0,0,1.58563,-1.58674,0,0,0,0,0,0,0,0
6.16,616,0,0,0,0,1.58557,-1.58668,0,0,0,0,0,0,0,0
6.17,617,0,0,0,0,1.58551,-1.58662,0,0,0,0,0,0,0,0
6.18,618,0,0,0,0,1.58545,-1.58656,0,0,0,0,0,0,0,0
6.19,619,0,0,0,0,1.5854,-1.5865,0,0,0,0,0,0,0,0
6.2,620,0,0,0,0,1.58534,-1.58645,0,0,0,0,0,0,0,0
6.21,621,0,0,0,0,1.58528,-1.58639,0,0,0,0,0,0,0,0
6.22,622,0,0,0,0,1.58523,-1.58633,0,0,0,0,0,0,0,0
6.23,623,0,0,0,0,1.58517,-1.58627,0,0,0,0,0,0,0,0
6.24,624,0,0,0,0,1.58512,-1.58621,0,0,0,0,0,0,0,0
6.25,625,0,0,0,0,1.58506,-1.58616,0,0,0,0,0,0,0,0
6.26,626,0,0,0,0,1.58501,-1.5861,0,0,0,0,0,0,0,0
6.27,627,0,0,0,0,1.58495,-1.58604,0,0,0,0,0,0,0,0
6.28,628,0,0,0,0,1.5849,-1.58599,0,0,0,0,0,0,0,0
6.29,629,0,0,0,0,1.58484,-1.58593,0,0,0,0,0,0,0,0
6.3,630,0,0,0,0,1.58479,-1.58587,0,0,0,0,0,0,0,0
6.31,631,0,0,0,0,1.58473,-1.58582,0,0,0,0,0,0,0,0
6.32,632,0,0,0,0,1.58468,-1.58576,0,0,0,0,0,0,0,0
6.33,633,0,0,0,0,1.58462,-1.58571,0,0,0,0,0,0,0,0
6.34,634,0,0,0,0,1.58457,-1.58565,0,0,0,0,0,0,0,0
6.35,635,0,0,0,0,1.58452,-1.5856,0,0,0,0,0,0,0,0
6.36,636,0,0,0,0,1.58446,-1.58554,0,0,0,0,0,0,0,0
6.37,637,0,0,0,0,1.58441,-1.58549,0,0,0,0,0,0,0,0
6.38,638,0,0,0,0,1.58436,-1.58543,0,0,0,0,0,0,0,0
6.39,639,0,0,0,0,1.58431,-1.58538,0,0,0,0,0,0,0,0
6.4,640,0,0,0,0,1.58425,-1.58532,0,0,0,0,0,0,0,0
6.41,641,0,0,0,0,1.5842,-1.58527,0,0,0,0,0,0,0,0
6.42,642,0,0,0,0,1.58415,-1.58522,0,0,0,0,0,0,0,0
6.43,643,0,0,0,0,1.5841,-1.58516,0,0,0,0,0,0,0,0
6.44,644,0,0,0,0,1.58405,-1.58511,0,0,0,0,0,0,0,0
6.45,645,0,0,0,0,1.58399,-1.58505,0,0,0,0,0,0,0,0
6.46,646,0,0,0,0,1.58394,-1.585,0,0,0,0,0,0,0,0
6.47,647,0,0,0,0,1.58389,-1.58495,0,0,0,0,0,0,0,0
6.48,648,0,0,0,0,1.58384,-1.5849,0,0,0,0,0,0,0,0
6.49,649,0,0,0,0,1.58379,-1.58484,0,0,0,0,0,0,0,0
6.5,650,0,0,0,0,1.58374,-1.58479,0,0,0,0,0,0,0,0
6.51,651,0,0,0,0,1.58369,-1.58474,0,0,0,0,0,0,0,0
6.52,652,0,0,0,0,1.58364,-1.58469,0,0,0,0,0,0,0,0
6.53,653,0,0,0,0,1.58359,-1.58464,0,0,0,0,0,0,0,0
6.54,654,0,0,0,0,1.58354,-1.58458,0,0,0,0,0,0,0,0
6.55,655,0,0,0,0,1.58349,-1.58453,0,0,0,0,0,0,0,0
6.56,656,0,0,0,0,1.58344,-1.58448,0,0,0,0,0,0,0,0
6.57,657,0,0,0,0,1.58339,-1.58443,0,0,0,0,0,0,0,0
6.58,658,0,0,0,0,1.58334,-1.58438,0,0,0,0,0,0,0,0
6.59,659,0,0,0,0,1.58329,-1.58433,0,0,0,0,0,0,0,0
6.6,660,0,0,0,0,1.58324,-1.58428,0,0,0,0,0,0,0,0
6.61,661,0,0,0,0,1.58319,-1.58423,0,0,0,0,0,0,0,0
6.62,662,0,0,0,0,1.58315,-1.58418,0,0,0,0,0,0,0,0
6.63,663,0,0,0,0,1.5831,-1.58413,0,0,0,0,0,0,0,0
6.64,664,0,0,0,0,1.58305,-1.58408,0,0,0,0,0,0,0,0
6.65,665,0,0,0,0,1.583,-1.58403,0,0,0,0,0,0,0,0
6.66,666,0,0,0,0,1.58295,-1.58398,0,0,0,0,0,0,0,0
6.67,667,0,0,0,0,1.58291,-1.58393,0,0,0,0,0,0,0,0
6.68,668,0,0,0,0,1.58286,-1.58388,0,0,0,0,0,0,0,0
6.69,669,0,0,0,0,1.58281,-1.58383,0,0,0,0,0,0,0,0
6.7,670,0,0,0,0,1.58277,-1.58378,0,0,0,0,0,0,0,0
6.71,671,0,0,0,0,1.58272,-1.58373,0,0,0,0,0,0,0,0
6.72,672,0,0,0,0,1.58267,-1.58368,0,0,0,0,0,0,0,0
6.73,673,0,0,0,0,1.58263,-1.58364,0,0,0,0,0,0,0,0
6.74,674,0,0,0,0,1.58258,-1.58359,0,0,0,0,0,0,0,0
